iteration,latency_ns,latency_ms,precision,threads,kernels
705,890923,0.890923,double,2,10
706,883009,0.883009,double,2,10
707,865238,0.865238,double,2,10
708,864930,0.86493,double,2,10
709,865674,0.865674,double,2,10
710,865410,0.86541,double,2,10
711,868113,0.868113,double,2,10
712,867583,0.867583,double,2,10
713,872520,0.87252,double,2,10
714,866850,0.86685,double,2,10
715,875945,0.875945,double,2,10
716,869676,0.869676,double,2,10
717,866096,0.866096,double,2,10
718,866338,0.866338,double,2,10
719,868502,0.868502,double,2,10
720,869167,0.869167,double,2,10
721,867519,0.867519,double,2,10
722,874499,0.874499,double,2,10
723,872282,0.872282,double,2,10
724,870053,0.870053,double,2,10
725,896243,0.896243,double,2,10
726,890676,0.890676,double,2,10
727,900674,0.900674,double,2,10
728,867776,0.867776,double,2,10
729,865815,0.865815,double,2,10
730,871985,0.871985,double,2,10
731,872287,0.872287,double,2,10
732,887785,0.887785,double,2,10
733,893811,0.893811,double,2,10
734,919517,0.919517,double,2,10
735,894577,0.894577,double,2,10
736,890944,0.890944,double,2,10
737,885409,0.885409,double,2,10
738,868144,0.868144,double,2,10
739,886579,0.886579,double,2,10
740,887489,0.887489,double,2,10
741,893626,0.893626,double,2,10
742,875512,0.875512,double,2,10
743,888331,0.888331,double,2,10
744,894322,0.894322,double,2,10
745,891451,0.891451,double,2,10
746,895727,0.895727,double,2,10
747,894857,0.894857,double,2,10
748,871866,0.871866,double,2,10
749,866674,0.866674,double,2,10
750,871118,0.871118,double,2,10
751,871264,0.871264,double,2,10
752,872635,0.872635,double,2,10
753,880045,0.880045,double,2,10
754,893175,0.893175,double,2,10
755,904211,0.904211,double,2,10
756,895401,0.895401,double,2,10
757,893572,0.893572,double,2,10
758,889805,0.889805,double,2,10
759,992219,0.992219,double,2,10
760,1871986,1.871986,double,2,10
761,1951793,1.951793,double,2,10
762,1521490,1.52149,double,2,10
763,1169145,1.169145,double,2,10
764,1137056,1.137056,double,2,10
765,1349027,1.349027,double,2,10
766,969013,0.969013,double,2,10
767,945368,0.945368,double,2,10
768,925730,0.92573,double,2,10
769,916230,0.91623,double,2,10
770,904512,0.904512,double,2,10
771,902026,0.902026,double,2,10
772,894773,0.894773,double,2,10
773,921285,0.921285,double,2,10
774,869373,0.869373,double,2,10
775,926345,0.926345,double,2,10
776,989524,0.989524,double,2,10
777,949640,0.94964,double,2,10
778,912348,0.912348,double,2,10
779,866908,0.866908,double,2,10
780,866846,0.866846,double,2,10
781,869247,0.869247,double,2,10
782,865119,0.865119,double,2,10
783,871284,0.871284,double,2,10
784,871372,0.871372,double,2,10
785,870923,0.870923,double,2,10
786,870259,0.870259,double,2,10
787,863676,0.863676,double,2,10
788,874592,0.874592,double,2,10
789,866755,0.866755,double,2,10
790,865590,0.86559,double,2,10
791,867025,0.867025,double,2,10
792,870107,0.870107,double,2,10
793,864284,0.864284,double,2,10
794,864641,0.864641,double,2,10
795,868994,0.868994,double,2,10
796,869895,0.869895,double,2,10
797,889860,0.88986,double,2,10
798,890466,0.890466,double,2,10
799,913081,0.913081,double,2,10
800,880102,0.880102,double,2,10
801,877133,0.877133,double,2,10
802,867478,0.867478,double,2,10
803,866518,0.866518,double,2,10
804,883147,0.883147,double,2,10
805,897438,0.897438,double,2,10
806,893422,0.893422,double,2,10
807,893426,0.893426,double,2,10
808,895459,0.895459,double,2,10
809,899287,0.899287,double,2,10
810,896201,0.896201,double,2,10
811,899162,0.899162,double,2,10
812,865334,0.865334,double,2,10
813,867123,0.867123,double,2,10
814,867347,0.867347,double,2,10
815,869276,0.869276,double,2,10
816,866998,0.866998,double,2,10
817,867182,0.867182,double,2,10
818,867918,0.867918,double,2,10
819,868374,0.868374,double,2,10
820,863631,0.863631,double,2,10
821,874643,0.874643,double,2,10
822,941346,0.941346,double,2,10
823,875186,0.875186,double,2,10
824,878836,0.878836,double,2,10
825,875184,0.875184,double,2,10
826,897651,0.897651,double,2,10
827,892197,0.892197,double,2,10
828,892114,0.892114,double,2,10
829,869953,0.869953,double,2,10
830,880489,0.880489,double,2,10
831,882406,0.882406,double,2,10
832,867485,0.867485,double,2,10
833,872881,0.872881,double,2,10
834,866869,0.866869,double,2,10
835,867832,0.867832,double,2,10
836,866276,0.866276,double,2,10
837,862563,0.862563,double,2,10
838,882871,0.882871,double,2,10
839,866483,0.866483,double,2,10
840,868561,0.868561,double,2,10
841,869141,0.869141,double,2,10
842,871245,0.871245,double,2,10
843,873413,0.873413,double,2,10
844,865871,0.865871,double,2,10
845,868155,0.868155,double,2,10
846,867212,0.867212,double,2,10
847,877589,0.877589,double,2,10
848,868797,0.868797,double,2,10
849,866988,0.866988,double,2,10
850,870554,0.870554,double,2,10
851,876223,0.876223,double,2,10
852,896095,0.896095,double,2,10
853,887837,0.887837,double,2,10
854,893760,0.89376,double,2,10
855,863855,0.863855,double,2,10
856,870680,0.87068,double,2,10
857,867307,0.867307,double,2,10
858,865461,0.865461,double,2,10
859,866786,0.866786,double,2,10
860,871813,0.871813,double,2,10
861,864345,0.864345,double,2,10
862,866645,0.866645,double,2,10
863,871963,0.871963,double,2,10
